raw_text,aspectTerms
We should not have this topic in our faculty of its uselessness,"[{'term': 'organization', 'polarity': 'neutral'}]"
"I want the teacher to keep this style indefinitely. I am learning a lot with the teacher, but has to repeat more knowledge than others","[{'term': 'organization', 'polarity': 'neutral'}]"
"Ajarn publishes the project 2 very late, but it should be published in the curriculum at the beginning of November. This is very little time to do the project.","[{'term': 'organization', 'polarity': 'negative'}]"
"As when the teacher's work occurs, the teacher uses a variety of boring tones and lessons.I have the feeling that this course is worth studying and enabling the students to be able to participate or react in the opinion","[{'term': 'motivation', 'polarity': 'positive'}]"
Thank you for teaching us and giving us advice. I am really grateful. I hope you all the best!,"[{'term': 'organization', 'polarity': 'neutral'}]"
I don't want to organize a message event,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Go on with this teaching method,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Too many work and must be sent within a day.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Please draw lectures online,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"It is difficult to install [software] on Unix -based devices, especially with the modern ARM processors, [software] only supports the X86_64 Architecture.cannot install).","[{'term': 'motivation', 'polarity': 'neutral'}]"
I want teachers to be more flexible if they check attendance courses and evaluate the classification.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"After Midterm is not really good with [instructor], his teaching method is difficult to understand, but he accuses the students to use ""ears and eyes"" to look and listen. He is not easy to approach.","[{'term': 'motivation', 'polarity': 'negative'}]"
We should not have this topic in our faculty of its uselessness,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"In the part in which I did not understand the coding, I would like this course to teach me more clearly about competitive thinking or the process before the coding, e.g.B. the problem, but I also think that this course is good for us.","[{'term': 'organization', 'polarity': 'neutral'}]"
I love the way you taught.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I like it when you teach, such asB. Tasks, give us an example.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The air conditioning in the laboratory is very cold.If the table is wider when placing the box and the laptop, it is further.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Do not change the way you have taught from the book. Make it simplified and easy to learn to the student.,"[{'term': 'organization', 'polarity': 'neutral'}]"
It should study this course for more hours,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I like to learn very much with the teacher. I like the accent, like the teacher's attention.","[{'term': 'instructor', 'polarity': 'positive'}]"
"I want the teacher to keep this style indefinitely. I am learning a lot with the teacher, but has to repeat more knowledge than others","[{'term': 'content quality', 'polarity': 'neutral'}]"
Do not change the way you have taught from the book. Make it simplified and easy to learn to the student.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Would like to have more work than HW than the examination,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The content in later parts of the course is very difficult to understand. I wonder whether one of my friends understands 60% of it.,"[{'term': 'content quality', 'polarity': 'negative'}]"
Sometimes I didn't catch the content when they went too quickly.,"[{'term': 'instructor', 'polarity': 'negative'}]"
1.2 hours of successive studies are too much for me to stay concentrated. I prefer 2 breaks during a class like [course].,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I think this course is very good and I like it so much. Ajj teaches and treats very well.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I really like how [trainers] hears students and adaptable and adaptable,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The content still teaches and does not understand.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"I think the lesson is too heavy for me to absorb.However, I will do my best to understand these things!","[{'term': 'organization', 'polarity': 'neutral'}]"
The intermediate examination has a large calculation.I think a calculator should be permissible because we are tested on our [courses] skills and not for our calculation skills.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
For 1.2 I think that you provide the link to the video that you have opened during the class because it is PDF files and we can only see the picture. Another thing is the activity document.You should check whether [software] is the same as schematic or not.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I like the way you teach us a lot, as well as the suggestions and descriptions. That helps us to understand every task more clearly.See us in the next semester!","[{'term': 'instructor', 'polarity': 'positive'}]"
"Very great, you made this class more pleasant.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to have more work than HW than the examination,"[{'term': 'instructor', 'polarity': 'neutral'}]"
The quiz gives Wayyyyy too little time. Everyone can end it in good time. Please consider (the content is difficult enough),"[{'term': 'instructor', 'polarity': 'neutral'}]"
